"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"5092","1","2619",58,"Female",4,"Divorced, annulled","Very satisfied",NA,0,5,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",3,"Week","Current Reference Person",0,34718,"SomeHS",43.114,"Does not own home","No"
"5093","1","3486",52,"Male",0,"Never married","Somewhat satisfied",NA,52,8,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",40500,40500,"HS",55.675,"Does not own home","No"
"5094","1","3544",45,"Male",0,"Married","Somewhat satisfied",NA,52,28,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Spouse or new spouse",59000,93320,"SomeHS",63.272,"Does not own home","Yes"
"5095","1","5176",65,"Male",0,"Married","Very satisfied",125000,0,70,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",4,"Year","Spouse or new spouse",676,46896,"SomeCollege",35.878,"[100, 150)","Yes"
"5096","1","9541",44,"Male",1,"Never married","Very satisfied",NA,0,20,"No; did/will not file","Good","Native Hawaiian or Pacific Islander","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","No",10,"Year","Current Reference Person",0,18312,"HS",17.863,"Does not own home","No"
"5097","1","4878",87,"Male",0,"Married","Completely satisfied",NA,0,25,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","Yes",0,"None*","Spouse or new spouse",3200,36692,"College",87.279,"Does not own home","Yes"
"5098","1","3932",52,"Male",2,"Divorced, annulled","Very satisfied",NA,0,30,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",4,59504,"College",57.04,"Does not own home","Yes"
"5099","1","4347",23,"Male",0,"Married","Completely satisfied",1100000,52,8,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",83650,119650,"SomeCollege",14.4,"[450, 4500)","No"
"5100","1","1238",88,"Male",0,"Divorced, annulled","Very satisfied",195000,0,14,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","No",0,"None*","Current Reference Person",8400,64400,"College",34.823,"[185, 240)","No"
"5101","1","1455",59,"Male",1,"Married","Very satisfied",450000,8,20,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Other","Current Reference Person",173360,174860,"College",31.663,"[450, 4500)","Yes"
"5102","1","2159",40,"Female",0,"Never married","Somewhat satisfied",NA,52,10,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",17503,19503,"HS",31.031,"Does not own home","No"
"5103","1","2183",24,"Male",0,"Never married","Somewhat satisfied",NA,52,20,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Year","Current Reference Person",12000,14000,"College",32.024,"Does not own home","No"
"5104","1","1685",81,"Male",0,"Married","Very satisfied",230000,0,84,"Yes","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Unitarian; Universalist","Yes",1,"Week","Spouse or new spouse",1490,27794,"College",32.907,"[185, 240)","Yes"
"5105","1","2111",53,"Male",0,"Married","Very satisfied",2e+05,22,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","No",0,"None*","Spouse or new spouse",69000,69000,"College",32.277,"[185, 240)","No"
"5106","1","5129",62,"Male",0,"Married","Completely satisfied",215000,52,25,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",26400,62800,"HS",29.806,"[185, 240)","No"
"5107","1","4589",61,"Male",0,"Married","Very satisfied",230000,52,15,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",5,"Year","Current Reference Person",128666,128666,"HS",32.574,"[185, 240)","Yes"
"5108","1","5698",36,"Male",3,"Married","Very satisfied",174000,52,6,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Year","Current Reference Person",76000,76000,"HS",13.286,"[150, 185)","Yes"
"5109","1","7798",33,"Male",1,"Married","Somewhat satisfied",90000,52,20,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Year","Spouse or new spouse",94000,94200,"HS",7.911,"[65, 100)","No"
"5110","1","7840",32,"Female",2,"Divorced, annulled","Very satisfied",170000,52,30,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Month","Current Reference Person",82000,82000,"SomeCollege",20.768,"[150, 185)","No"
"5111","1","5458",65,"Male",0,"Divorced, annulled","Somewhat satisfied",150000,40,4,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",10,"Year","Current Reference Person",3100,30700,"HS",26.293,"[150, 185)","No"
"5112","1","8685",64,"Male",0,"Married","Very satisfied",180000,49,20,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","Yes",2,"Year","Current Reference Person",252300,342300,"College",29.223,"[150, 185)","Yes"
"5113","1","7907",63,"Male",0,"Married","Very satisfied",226000,52,49,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",56,"Year","Spouse or new spouse",16814,74893,"HS",28.198,"[185, 240)","Yes"
"5114","1","9450",61,"Male",0,"Never married","Somewhat satisfied",NA,26,7,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Year","Current Reference Person",17938,17938,"HS",66.007,"Does not own home","Yes"
"5115","1","5578",41,"Female",1,"Divorced, annulled","Very satisfied",NA,52,15,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",42000,45600,"College",28.403,"Does not own home","No"
"5116","1","5286",37,"Male",0,"Never married","Somewhat satisfied",5000,0,70,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",0,3000,"HS",38.172,"[0.145, 65)","No"
"5117","1","9288",37,"Male",3,"Married","Very satisfied",150000,52,6,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Current Reference Person",90000,90200,"College",16.796,"[150, 185)","Yes"
"5118","1","9076",31,"Female",1,"Never married","Very satisfied",135000,52,15,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",91502,91502,"College",19.887,"[100, 150)","Yes"
"5119","1","4533",59,"Male",0,"Married","Somewhat satisfied",2e+05,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",106100,106450,"HS",22.007,"[185, 240)","Yes"
"5120","1","9064",34,"Male",0,"Never married","Not very satisfied",NA,52,15,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Month","Current Reference Person",65000,65500,"SomeCollege",22.138,"Does not own home","Yes"
"5121","1","9321",29,"Male",0,"Never married","Somewhat satisfied",NA,52,12,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",76600,86680,"SomeCollege",22.347,"Does not own home","No"
"5123","1","9297",38,"Male",3,"Married","Very satisfied",550000,52,10,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",4,"Month","Spouse or new spouse",160350,160350,"College",14.549,"[450, 4500)","Yes"
"5124","1","8857",31,"Male",3,"Married","Completely satisfied",120000,52,7,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","No",4,"Year","Spouse or new spouse",100060,100960,"College",10.684,"[100, 150)","No"
"5126","1","1113",75,"Male",0,"Married","Very satisfied",2e+05,0,25,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",80070,120198,"HS",69.658,"[185, 240)","Yes"
